ekisa,One Goddess; The Primal Goddess
ekisha,One Goddess
ekisha,One Goddess 
ekiya,The Only One Person; Love
ekodara,Sister; Born from Same Womb
eksha,Feather; One Goddess; Rational
ekshika,The eye 
ekshith,Name of Goddess Lakshmi 
ekshitha,Appreciable; Permanent
ekshitha,Appreciable; Permanent 
ekta,Unity; Harmony 
ekta,Unity; Union; One in All
ektaa,Unity; Beauty
ektara, 
ekveera,Lord Shiva's Daughter
ekveera,Daughter of Lord Shiva 
ekvira,Queen Fish
ela,The Earth; Cardamom tree; Daughter of Manu; Moonlight; Turpentine tree; Terebinth tree 
ela,God is My Oath, Stone, All
eladevi,Brave
elah,Turpentine / Oak Tree; Terebinth
elakshi,A Woman with Bright Eyes
elakshi,A woman with bright eyes 
elamathi,Young Brain
elampirai,Young crescent 
elampirai,Young Crescent
elaro,Beauty
elavali,Earth
elavarasi,Youthful; Princess 
elavarasi,Youthful; Princess
elika,Pelican of God, Earth
elika,Cardamom 
elil,Beauty
elilammal,Beautiful Girl
elilarasi,Beautiful
elili,Beautiful
elili,Beautiful 
elilkani,Beautiful and as Sweet as a Fruit
elilmani,Beautiful Gem
elilvili,Beautiful Eyes
elina,Woman with Intelligence, Pure
elipsa,Freedom from Desire / Cupidity
elisa,God is My Oath; God's Promise; …
elisha,Abbreviation of elisabeth 
elisna,God Gifted
ella,Sympathy, Compassion, Light
ellaiyamma,Boundary Deity
ellamaal,TBD
ellamma,The Name of a South Goddess
ellora,Clouds
elna,Longing; Cherished; Desired 
elsha,Pledge from God; Noble
elu,Exulted One, Full of Grace
elvisa,Feminine of Elvis
emani,Faith; Believer
enaakshee,Eyes Like Deer
enajina,Meaningful
enakshi,Deer-eyed
enakshi,Dear eyed; Doe-eyed 
enaya,Forgiveness; Beautiful
enayat,Goddess
endiyah,Beautiful Flower or Fountain
endizhai,TBD
enigma, 
eniya,Well born; Noble 
enjal,God's Gift
eona,Female Version of Ian
epshita,In a Sastra
epshita,Goddess Lakshmi; Desired 
epsitta,Desired; Wished for; Decision
era,In Hindi Yug; Earth; Muse 
era,Breeze, Long Period of Time, Wind
eravati,Name of Goddess
erisha,Speech
ersita,One that can Never Destroy
erum,Daughter-in-law of Aditi 
esak,TBD
esanika,Fulfilling Desire
eseeta,One who Desires
esh,Desire
esha,Desire; Attractive 
esha,Purity, Pleasure, Desire
eshal,The Name of Flower in the Heaven
eshal,Flower of Jannat paradise 
eshan,Blessed by Allah
eshana,Flower; Pleasure; Search; Life
eshana,Want; Wish; Desire; Aim; Impulse 
eshanah,Desire
eshaneah,Desire
eshani,Close to God, Goddess Parvati
eshani,Consort of Lord Shiva, Close to God; Name of Goddess Durga, Goddess Parvati 
eshaniah,Desire
eshanika,Fulfilling Desire
eshanika,Fulfilling desire; Belonging to the Northeast; Satisfying 
eshanka,Goddess Parvati; Lord Shiva's Wife
eshanka,Goddess Parvati, Parvati - Consort of Shiva (Wife of Shiva)
eshannah,Desire
eshanti,Silent; One who Protects
eshanvi,Name of Goddess Saraswati
eshanya,East
eshanya,East; Northeast 
esheta,Blessed, One who Desires
eshi,Happiness
eshika,An Arrow; Dart; Daughter of God
eshika,An arrow; Dart; One who achieves; Paintbrush; Daughter of God 
eshikaa,Dart; An Arrow
eshiqa,Love, Sacred
eshita,Blessed, One who Desires
eshita,One who desires; Desired; One who seeks; Desirous 
eshitha,Beloved of Lord Shiva
eshitha,Beloved of lord Shiva ; God is working on this 
eshma,Honey; Lucky
eshma,Lucky 
eshmita,Smiling; Smile; Ever Smiling Lady
eshna,Wish; Strong Desire
eshna,Desire 
eshneet,Beautiful; Without Worry
eshni,Name of Goddess Durga
eshni,Consort of Lord Shiva, Close to God; Name of Goddess Durga, Goddess Parvati 
eshta,Beloved; Name of Goddess Durga
eshu,Purity; Desire
eshvari,Supreme Goddess
eshvarya,Supreme God; Master; Lord Shiva
eshvika,TBD
eshwara,Part of Lord Shiva
eshwari,Supreme Goddess, Powerful
eshwari,God like 
eshwarya,Lord Shiva
eshwitha,Goddess Parvati
esita,Desired; One who Desires
esita,One who desires; Desired; One who seeks; Desirous 
esitha,One who Desires; Goddess Lakshmi
esma,Kind Defender, Loved, Emerald
esvari,Goddess
eswara,Lord Shiva
eswaraa,Goddess Parvati
eswari,Hindu, Baby Names Direct Hindi
eswari,Goddess (Wife of Lord Shiva)
eta,Shining; Luminous
etasa,One who Desires
etash,Luminous
etasha,Shining
etasha,Shining 
ethaha,Shining
ethanya,Firm; Solid
ethari,Luminous
ethisha,Beginning After End
eti,Arrival; Star
etiksha,One who Fulfil Wishes of All
etisha,Beginning After End; Assets
etishree,Happy Ending
etrika,Two Souls
euphrata,From the River Euphrates
euxina,From the Euxine; Black Sea
eva,Living and Breathing, Life
eva,Life; Living one; Variant of Eve; In the Bible Eve was Adam's wife and the first woman; Alive; Auspicious news 
evandne,Fortunate
evangelin,Evangeline 
evani,Alive; The Good Earth; The Juniper
evani,The Earth; Alive 
evanshi,Similarity
evanshi,Similarity 
evie,Life; Alive; Living; Form of Eve
ewani,Born to Nobility
eyan,Kind; Find
ezhil,Beautiful; Azhagu
ezhilarasi,Queen of Beauty
ezhili,Beauty; Gods Blessed
ezrela,God is My Strength / Help
ezrine,Lovable 
faalgunee,Day of Full Moon
faalguni,The day of the full Moon in the Hindu month of Phaalgun which falls between february and march 
faatina,Captivating
fadheela,Virtuous, Outstanding, Superior
fadhiya,Gorgeous
fagun,Holy Month in Spring
faguni,A Month of Hindi
fahamitha,TBD
faina,Fairy, Crown or Garland, Shining
faisha,A Blessing to All
faiza,Gain, Victorious, Winner
fajyaz,Artistic
falack,Resembling a Star / Sky, Orbit
falak,Star, Sky, Heaven, Orbit, Space
falan,Beautiful
falasha,Desire, Landless Ones, Jews
faleesha,Indian Tulip
falgu,Falgun Month
falgun,A Month in the Hindu Calendar
falguni,Beautiful, Grater Flower
falguny,Born in the Hindu Month of Falgun
falika,Tulip Tree
falini,Bearing Fruit; A Species of Plant
falisha,Happiness, Lucky
falita,A Menstruous Woman
faloni,In Charge
faloni,In charge 
falvi,Lovable; Cute
fancy,Feminine of Francis; From France
fanee,Serpent
faneendra,Beautiful
faneeshwar,King of Serpents; Shiva
fannah,Getting Destroyed in Love; Fun
fanya,Young Deer, Feminine of Francis
faqeeri,Saintly
fara,Level Measure, Beautiful, Lovely
farahan,Cheerfully
farahat,Liveliness
fareeda,Unique, Matchless
farha,Happiness
farhina,Happiness
faria,A Caravan, Beautiful
farida,Turquoise, Unique, Love, Proud
fariishta,Angel
farin,Adventurous, Wise, Wanderer
farishta,Angel; Messenger
farjana,You are Kind, Home-loving
farzana,Intelligence, Wise, Delighted
fasika,Happiness
faten,Tempting
fatima,The Prophet Mohammad's Daughter; …
fazeela,Scholar; Intelligent; Faithful
feeoni,Violin - Yellow Flower
feeyona,Beautiful
felicy,Happiness
fenal,Beautiful, Angel of Beauty
feni,Sweet
fenil,Name of a French Flower
fenny,Smart
feral,Wild; Untameable
feral,Wild; Untamable 
ferika,Free
ferin,Unknown; Stranger; Gift
feshikha,Princess
feyona,Beautiful, Fair, Pale
fhalak,Heaven; Sky; Space
fhalguni,Born in Falgun, Grater Flower
fia,Flame, A Flickering Fire, Fire
fiona,White, Fair, Pale, Blond
fionee,White; Fair
firaki,Fragrance
firaki,Fragrance 
firoja,Kind Flower; Beautiful; Stone
firoza,Turquoise; Beautiful
fiya,Powerful
fiyanshi,A Beautiful Angel
fiyanshu,Great Angel
fizaa,Breeze; Also Spelt as Fiza
fizaana,Part of Breeze; Grace
fizu,Breeze
fizza,Nature; Silver; Precious; Pure
flavina, 
foolan,Flowering
foolan,Flowering; Blooming; Flower 
foolmala,Garland
foolwati,Delicate as a Flower
foolwati,Delicate as a flower 
foram,Fragrance; Pleasant Smell
foram,Fragrance 
forum,Stage; Platform; Fragrance
forum,Fragrance 
freena,Delicate as a Flower
freny,Foreigner 
freya,Goddess of Love
freya,Beloved; Goddess of love; Noble; Lady 
freyal,Goddess of Beauty
freyal,Goddess of beauty 
friya,Wife of Methodologists
ful,Flower
fulan,Fragrant Orchid
fuleshwari,Garden of Flowers
fuli,To Bloom Like a Flower
fulki,Spark
fulki,Spark 
fulkumari,Princess of Flower
fullan,Blooming
fullan,Flowering; Blooming; Flower 
fullara,Wife of Kalketu
fullara,Wife of kalketu (Wife of kalketu)
fulmala,Garland
fulmala,Garland 
fulva,One Kind of Pronouns of Flower
fulvanta,Like a Flower
fulvati,TBD
fulwa,One Kind of Pronouns of Flower
gaanavi,Raaga
gaanawathi,TBD
gaandhaari,Mother of Kaurvas
gaangey,Of Ganga
gaangi,Sacred; Pure; Comparable to the Ganges; Another name for Goddess Durga 
gaanika,One who Sings Melodiously
gaargee,Ancient Scholar
gaatha,Story 
gaathaa,Lovely Storey
gaayatree,Sacred Verse; A Goddess
gadambini,TBD
gagan,Love; Sky
gagana,The Sky; Extreme
gagana,The Sky 
gaganadeepika,God
gaganadipika,Lamp of the Sky
gaganadipika,The lamp of the Sky 
gaganakunda,Pool of the Sky
gaganasindhu,Ocean of the Sky; Heavenly River
gaganasindhu,Ocean of the Sky 
gaganasri,Sky 
gagandeep,Light of the Sky
gagini,Goddess
gahan,Sky; Lord Vishnu
gahana,Ornaments; Deep
gahana,Golden Chain 
gai,Goddess of the Earth
gaitri,Good Character
gaja lakshmi,Goddess Lakshmi as graceful as An elephant 
gajagamini,Fascistic Like an Elephant's Walk
gajagamini,Majestic like an Elephant's walk 
gajal,Song; Love
gajalakshmi,As Graceful as an Elephant
gajamukhi,Face of Lord Ganesha
gajamuki,Face of Lord Ganesh
gajara,Garland of Flowers
gajara,Garland of flowers 
gajdant,Lord Ganesha
gajendra,Precious; Elephant King
gajlakshmee,TBD
gajra,A String of Flowers
gajra,Garland of flowers 
gajshri,Winner of All Lord
galanti,TBD
galantika,TBD
gamani,Golden; Diamond
gamati,With a Flexible Mind
gambheera,Serious
gambhiri,Noble
gamini,Goddess Parvati; Walk; To Run
gamini,Silent 
gamya,Beautiful; A Destiny
gamya,Beautiful; A destiny 
gana,Garden, Troop
ganakamala,TBD
ganakeshi,TBD
ganakshi,Desire or Want
ganakshi,Desire; Want 
ganamurthi,Name of a Raga 
gananayika,Goddess Parvati
gananya,Part of Lord Ganesha
ganapriya,Knowledge
ganashree,Believe in Spirits or God
ganashri,One with Great Knowledge
ganavi,Knowledge
ganavi,Singer; Melody 
ganavika,Happiness
ganda,Knot
ganda,Knot 
gandha,Fragrant 
gandha,Fragrant
gandhadevi,Goddess of Fragrant
gandhali,Fragrance of Flower
gandhali,The fragrance of flowers; Fragrant; Sweet smelling 
gandhalika,Fragrant; Sweet smelling; Another name for Paarvati 
gandhara,Fragrance 
gandhara,Fragrance
gandhari,From Gandhara (Wife of Dhritarastra, she blindfold herself after the marriage.)
gandhari,Queen
gandharika,Preparing perfume 
gandharika,Preparing Perfume
gandharvi,The Army of Gandharvas
gandhary,Perfume / Fragrant, Queen
gandhini,Fragrant 
gandhini,Fragrant
ganeeta,Regarded; Maths; Calculative
ganeev,Priceless Wealth
ganesa,Lord Ganesh; Lord of the army 
ganesa,Good Luck
ganesha,Lord Ganesha
ganeshi,Lord Shiva Son; Lord Ganesha
ganeshika,Part of Lord Ganesha
ganeshwari,The Consort of Lord Ganesha
ganessa,God of Good-luck and Wisdom
ganga,River Ganga (Married to Shantanu; Mother of Bhishma; Goddess of the sacred river, Ganga.)
ganga,Sacred River of India
gangaa,Name of Holy River in India
gangabhai,Friendly
gangadevi,River Ganga
gangah,Fast; Free flowing; The holy and purifying river ganges 
gangamani,TBD
gangamata,Great Devotee of the Lord
gangavathi,Subramaniam 
gangavathi,TBD
gangesha,A Holy River Ganga
ganghari,Girl from Gandhar
gangi,Sacred; Pure; Comparable to the Ganges; Another name for Goddess Durga 
gangi,Goddess Durga
gangika,Sacred; Pure; Another name for Goddess Durga; River Ganga 
gangika,River Ganga
gangothiri,A Holy River
gangothry,Starting place of the river Ganga 
gangotree,Sacred River of India
gangotri,Sacred river of india 
gangotri,Sacred River of India
ganhakali,Goddess Kali
ganika,Flower
ganisha,Healty
ganishaa,Healthy; Lord Ganesha
ganishka,Goddess Parvathi
ganishkha,Goddess Parvati 
ganishkha,Goddess Parvathi
ganit,Calculative; Defender; Maths
ganita,Regarded
ganitha,Regarded 
ganitha,Regarded
ganiya,Garden of God
ganjan,Exceeding
ganjana,TBD
gankeyavalli,Flower
gannika,Valuable; Cherished; The Jasmine blossom 
gannika,Jasmin Flower
gansha,TBD
ganthini,TBD
ganvika,Independent
ganya,Garden of the Lord
gaouri,Goddess Parvati
garati,Virtuous woman 
garati,Virtuous Woman
gareama,Significance
gareamah,Significance
gareemah,Significance
gareima,Significance
gareimah,Significance
gargee,Inspires to Think
gargi,The person who inspires to think; An ancient scholar 
gargi,An Ancient Scholar, Lord Buddha
gariana,Truthful
gariema,Significance
gariemah,Significance
garima,Warmth 
garima,Warmth, Proud, Dignity, Prowess
garimah,Significance
garin,Grace; Holiness; Dignity; Power; One of the eight siddhis of the science of Yoga 
garuda,Eagle
garvanshi,Proud; Honour; Pride
garvari,Warmth
garvi,Pride 
garvi,Pride; Love
garvika,Having Respect
garvisha,Faith of God
garvishtha,Full of Proud
garvita,Full of Pride, To be Proud of
garvita,Pride 
garyma,Significance
garymah,Significance
gatha,Sublime Songs
gathika,Song
gathika,Song 
gati,Gait; Speed; Path; Obedience; Success; Power of understanding obedience 
gatik,Speed; Fast
gatita,A river 
gatita,A River
gatwika,Progressive; Flowing
gauhar,A Pearl
gaura,Fair skinned; White; Beautiful 
gaura,A Fair Woman, Goddess Parvati
gauraan,Wife of Lord Shiva 
gauraange,Wife of Lord Shiva
gaurangi,Giver of happiness; Another name of Goddess Radha; Beloved of Lord Krishna; Fair complexioned 
gaurangi,Beautiful; Coloured Like a Cow
gaurangna,One with Fair Body (Beautiful)
gauranshi,A Sacred Part of Goddess Parvati
gauranvi,One who Makes Proud
gaurav,Pride; Proud
gauravi,Honour; Pride 
gauravi,Honour; Pride; Goddess Durga
gaurea,Yellow, Fair, White
gaureah,Fair, Yellow, Most Beautiful
gauree,Most Beautiful, Fair
gaurey,Most Beautiful, Yellow, Fair
gauri,Fair, White, Golden Complexioned
gauri,A fair woman; Goddess Parvati; White; Fair; Beautiful; Brilliant; Another name for the Earth 
gaurie,White, Golden Complexioned, Fair
gaurika,A young girl; Fair; Beautiful 
gaurika,A Young Girl; Pretty; Little Gauri
gaurimanohari,Name of a Raga 
gaurinath,Husband of Gauri
gaurish,Lord Shiva
gaurisha,Beautiful Goddess Parvati
gaurita,Hindu Goddess Parvati 
gaurita,Hindu Goddess Parvati
gaurshi,Goddess Parvati
gaurushi,TBD
gaurvi,Proud 
gaurvika,Having Respect
gaury,White, Fair, Most Beautiful
gaury,A fair woman; Goddess Parvati; White; Fair; Beautiful; Brilliant; Another name for the Earth 
gauryai,Another Name of Goddess Durga
gauryanvi,Who makes proud 
gauryanvi,One who Makes Proud
gautamee,River Godavari; Wife a Sage Gautam
gautami,Wife a Sage Gautam; River Godavari
gauthami,River Godavari; One who enlightens; One who removes darkness; Another name for Durga 
gauthami,River Godavari
gavah,Stars 
gavani,Singer with a Sweet Voice
gaveshanaa,Pretty Young Girl
gavi,White Falcon; A forest in Kerala 
gavina,White Hawk
gavithra,Goddess of Garba and Dance
gavravi,Pride; Honour; Goddess Durga
gavya,Garden of God
gavya,Garden of God 
gawakshi,Like Cows Eye
gaya,Wise 
gaya,A Holy City of India
gayakapriya,Name of a Raga 
gayaki,The One who Sings
gayalika,Honest 
gayan,River Godavari
gayana,Singingg; Singing; Knowledge
gayanthika,Singing 
gayanthika,Singing
gayantika,Singing
gayathri ,Goddess of the Vedas (Wife of Shivaraja)
gayathri,Goddess of the Vedas 
gayathri,Good Character, An Precious Angel
gayathry,Gayathry Mantra; Mother of the Vedas or Goddess Saraswati 
gayatree,A vedic mantra praising the Sun; A sacred verse; A Goddess, Mother of the Vedas 
gayatree,Mother of Gods
gayatri,A vedic mantra praising the Sun; A sacred verse; A Goddess, Mother of the Vedas 
gayatri,Singer, Mantra
gayatridevi,Mother of Gods
gayatry,Gayathry Mantra; Mother of the Vedas or Goddess Saraswati 
gaytri,Goddess Gayatri
gazal,Singing Song
gazala,A Deer
geashna,Victory 
geashna,Victory
geena,Silvery 
geet,Song; Melody
geeta,The Holy Book of the Hinduism
geeta,The holy book of the Hindus; Song; Poem; The Bhagavad Gita; The renowned Hindu religious treatise on philosophy and morality 
geeta suhani,The Hindu holy book 
geetaanjali,Collection of Poems or Songs
geetadevi,TBD
geetah,Song
geetai,Version of Geeta Rahasya
geetakshi,Holy Book Geeta
geetanjali,Collection of pomes in song; Tagore's poems which got a nobel prize; An offering of songs; The devotional offering of musical praise 
geetanjali,Collection of Poems or Songs
geetanjaly,TBD
geetanjli,Presenting Songs as an Offering
geetanshi,Goddess
geetanshu,Part of Holy Book Bhagwat Geeta
geetarani,Goddess Amman
geetasri,Bhagvat Gita 
geetha,The holy book of the Hindus; Song 
geethadevi,Silvery
geethalakshmi,Holy Book of the Hindus; Brave
geethanjali,Collection of pomes in song; Tagore's poems which got a nobel prize; An offering of songs; The devotional offering of musical praise 
geethanjali,An Auspicious Offering
geethashree,Bhagavad Geetha 
geethashree,TBD
geethika,A little song; A small song 
geethika,Beauty; A Song; A Little Song
geethshri, 
geethu,A Smile, Beautiful, Beloved
geeti,A Song; Melody
geeti,A song; World; Universe 
geetika,A little song; A small song 
geetika,A Little Song; Music
geetisha,Seven sound of song 
geetisha,Goddess of Victory
geetu,A Smile; Beautiful; Very Special
geetu,Variant of Sanskrit word Geet meaning song 
gehana,Ornament
gehena,Jewel; Ornament 
gehena,Jewellery
gehinee,Gold
gehna,Ornament; Jewellery
gehna,Ornament 
gehri,Deepness
gemine,Third Sign of Zodiac; Twins
gemini,Third Sign of Zodiac; Twins
genelia,Charming 
genelia,Charming
geneliya,Charming
geniliya,Charming
genisha,TBD
geshna,Singer 
geshna,Singer
gesma,Silent Beautiful and Sacred
geya,Song 
geyata,Melody
ghaada,Beautiful; A Small Song
ghaaliya,Fragrant; Which can be Sung
ghaena,Ornament
ghana,Knowledge
ghanajani,A Lover of Nature
ghanakuil,Singer
ghanamalika,Clouds 
ghanamalika,Clouds
ghanapriya,Loved by Clouds
ghanashri,Strength
ghanashyamala,Name of a Raga 
ghanasindhu,Name of a Raga 
ghanasri,TBD
ghanavi,Singer; Melody 
ghanavi,Singing Star
ghaneswari, 
ghanika,Beautiful Flower
ghanisha,Well Built
ghanishka,Goddess Parvati 
ghanishtha,Near to Heart
ghanita,Mathematics
ghanya,SINGING 
ghanya,Bunch; Singing
ghasi,One Type of Ryms to Kasi
ghata,Clouds
ghata,Changing weather 
ghatala,Beautiful
ghatalika,Charming
ghatari,TBD
ghauree,Bullet
gheethi,Melody 
ghena,Jewellery
ghena,Ornament; Abbreviation of names ending in -gina 
ghewri,Name of a Sweet
ghnamika,TBD
ghnanika,Intelligent
ghorarupa,Having a fierce outlook 
ghosha,Resounding; A proclamation; Noise; Fame 
ghoshini,Famed; Proclaimed; Noisy 
ghrishma,Warmth
ghrutali,TBD
ghulika,Pearl 
ghunghroo,Sound Ornament for Leg
ghungroo,Musical instrument 
gi,Rising; Flower
gia,Life, A Piece of Heart
giaa,Sweet Heart, Life
gian,Knowledge
giana,God is gracious 
giinni,Precious Gold Coin
gina,Well Born, Race of Women
ginee,Gold Coin
gini,Gold Coin; Parrot
gini,Gold 
ginilia,Charming
ginisha,Idol of Gold / Silver
ginni,Precious Gold Coin
giora,Heart; Beloved; Loved One
gira,Language
giradevi,Precious Gold Coin
giraja,Goddess Parvati
giral,TBD
gireesha,One belonging to the mountains; Another name for Paarvati 
gireesha,Goddess Parvati
giri,Hill; Mountain
giribala,Goddess Parvati
giribala,Goddess Parvati, Daughter of the Mountain, Another name for Parvati 
giribhadra,Goddess Parvati
giridharshini, 
girija,Born of a mountain, Goddess Parvati, Daughter of Himalaya 
girija,Consort of Lord Shiva
girijamba,King Anamitra's Wife
girika,Summit of a mountain; Mountain peak 
girika,Summit of a Mountain, Lord Shiva
girikannika,Parvati
girinandini,The Earth
giriraj,Mountain King
girisa,One belonging to the mountains; Another name for Paarvati 
girisha,One belonging to the mountains; Another name for Paarvati 
girisha,Goddess Parvati
girita,Graceful
girja,Goddess Parvati
girvani,Princess, Queen
gisele,Pledge 
gishu,Radiance 
gistara,Excellent Speech or Voice
gita,The holy book of the Hindus; Song; Poem; The Bhagavad Gita; The renowned Hindu religious treatise on philosophy and morality 
gita,Hindu Holy Text, Song
gitadevi,TBD
gitah,Song
